;-----------------------------------------------------------
;ICAO	Latitude	Longitude	City/Airport
KHII	34.568153	-114.356178	Lake Havasu City
KHIO	45.540390	-122.949966	Portland-Hillsboro
KHJH	40.151947	-097.584511	Hebron Mun
KHJO	36.318516	-119.628868	Hanford Mun
KHHG	40.852985	-085.459419	Huntington Mun
KGGP	40.711262	-086.374496	Logansport Mun
KGKY	32.662411	-097.093910	Arlington Mun
KGFD	39.790318	-085.736092	Pope
KGFK	47.949253	-097.176109	Grand Forks Intl
KGFL	43.341221	-073.610306	Bennett
KGFZ	41.327023	-094.445724	Greenfield Mun
KGGE	33.311695	-079.319534	Georgetown Co
KGGF	40.869526	-101.732864	Grant Mun
KGEY	44.516441	-108.083191	South Big Horn Co
KGGI	41.709160	-092.734917	Grinnell Regl
KGEV	36.432457	-081.419716	Ashe Co
KGGW	48.212456	-106.614822	Wokal/Glasgow Intl
KGHM	35.837425	-087.445374	Centerville Mun
KGHW	45.643890	-095.320427	Glenwood Mun
KGIF	28.062912	-081.753304	Winter Haven's-Gilbert
KGJT	39.122410	-108.526733	Walker
KGK	59.725391	-157.285522	New Koliganek
KGKJ	41.626526	-080.214729	Port Meadville
KGUY	36.685066	-101.507782	Guymon Mun
KGGG	32.384846	-094.711708	Gregg Co
KGCY	36.192989	-082.815071	Greeneville-Greene Co Mun
KGAI	39.168354	-077.166008	Montgomery Co
KGAS	38.834106	-082.163422	Gallia-Meigs Regl
KGBD	38.344414	-098.859169	Great Bend Mun
KGBG	40.937992	-090.431122	Galesburg Mun
KGBR	42.184196	-073.403252	Great Barrington
KGCC	44.348892	-105.539360	Gillette-Campbell Co
KGCK	37.927509	-100.724411	Garden City Regl
KGEZ	39.577961	-085.803398	Shelbyville Mun
KGCT	41.687759	-094.435249	Guthrie Co Regl
KGLD	39.370621	-101.698990	Renner
KGDM	42.549862	-072.016022	Gardner Mun
KGDV	47.138702	-104.807182	Dawson Community
KGDW	43.970627	-084.475037	Gladwin Zettel Meml
KGDY	37.232399	-082.124992	Grundy Mun
KGED	38.689190	-075.358917	Sussex Co
KGEG	47.619854	-117.533836	Spokane Intl
KGEO	38.881954	-083.882736	Brown Co
KGEU	33.527260	-112.295158	Glendale Mun
KGCN	35.952343	-112.146965	Grand Canyon Natl Park
KGSO	36.097740	-079.937294	Piedmont Triad Intl
KGKT	35.857754	-083.528694	Gatlinburg-Pigeon Forge
KGRE	38.836151	-089.378410	Greenville
KGRF	47.083145	-122.579567	Gray AAF
KGRI	40.967464	-098.308617	Central Nebraska Regl
KGRK	31.065174	-097.828629	Gray AAF
KGRN	42.805969	-102.175247	Gordon Mun
KGRR	42.880817	-085.522766	Kent Co Intl
KGRB	44.485855	-088.132111	Austin Straubel Intl
KGSH	41.527157	-085.792099	Goshen Mun
KGQQ	40.753391	-082.723785	Galion Mun
KGSP	34.897991	-082.217087	Greenville-Spartanburg Intl
KGTB	44.051666	-075.721664	Wheeler-Sack AAF
KGTE	40.925476	-100.146576	Quinn
KGTF	47.481998	-111.370689	Great Falls Intl
KGTG	45.798061	-092.664352	Grantsburg Mun
KGTR	33.450340	-088.591377	Golden Triangle Regl
KGTU	30.679411	-097.679451	Georgetown Mun
KGUC	38.533958	-106.933182	Gunnison Co
KGSB	35.339382	-077.960587	Seymour Johnson AFB
KGNG	42.917160	-114.765167	Gooding Mun
KGLE	33.651375	-097.196945	Gainesville Mun
KGLH	33.482880	-090.985611	Mid Delta Regl
KGLR	45.013542	-084.703186	Otsego Co
KGLS	29.265318	-094.860405	Scholes
KGLW	37.032047	-085.952614	Glasgow Mun
KGLY	38.356571	-093.684181	Clinton Meml
KGMU	34.847912	-082.350006	Greenville Downtown
KGRD	34.248737	-082.159088	Greenwood Co
KGNF	33.832523	-089.798225	Grenada Mun
KEKY	33.312889	-086.925911	Bessemer
KGNT	35.165306	-107.900612	Grants-Milan Mun
KGNV	29.690035	-082.271759	Gainesville Regl
KGOK	35.849800	-097.415611	Guthrie Mun
KGON	41.330063	-072.045128	Groton-New London
KGPH	39.330460	-094.309975	Clay Co Regl
KGPM	32.698578	-097.046524	Grand Prairie Mun
KGPT	30.407272	-089.070091	Gulfport-Biloxi Regl
KGPZ	47.211102	-093.509842	Grand Rapids/Itasca Co-Newstr
KGNB	40.091648	-105.917236	Granby-Grand Co
KCLM	48.120178	-123.499695	Fairchild Intl
KCMY	43.958344	-090.737900	Sparta/Ft McCoy
KCKP	42.731468	-095.556137	Cherokee Mun
KCKV	36.621872	-087.414955	Outlaw
KCL	56.311157	-158.535934	Chignik Lagoon
KCLE	41.410889	-081.849396	Cleveland-Hopkins Intl
KCLG	36.160503	-120.360428	Coalinga Mun
KCLI	44.613804	-088.731270	Clintonville Mun
KCKM	34.299713	-090.512321	Fletcher
KCLL	30.588581	-096.363823	Easterwood
KCKI	33.716660	-079.857224	Williamsburg Co
KCLR	33.129925	-115.531685	Cliff Hatfield Meml
KCLS	46.676487	-122.979294	Chehalis-Centralia
KCLT	35.214016	-080.943130	Charlotte/Douglas Intl
KCLW	27.976681	-082.758743	Clearwater
KCMA	34.213749	-119.094330	Camarillo
KCMH	39.997982	-082.891884	Port Columbus Intl
KCMI	40.039249	-088.278053	Univ Of Illinois-Willard
KCHD	33.269085	-111.811127	Chandler Mun
KCLK	35.538326	-098.932693	Clinton Mun
KCIN	42.046185	-094.789001	Neu
KELD	33.220909	-092.813248	South Arkansas Regl At Goodwi
KCHO	38.138630	-078.452866	Charlottesville-Albemarle
KCHQ	36.842136	-089.359657	Mississippi Co
KCHS	32.898640	-080.040504	Charleston AFB/Intl
KCHT	39.782166	-093.495697	Chillicothe Mun
KCHU	43.596355	-091.503944	Houston Co
KCIC	39.795383	-121.858421	Chico Mun
KCKN	47.841694	-096.621620	Crookston Mun-Kirkwood
KCII	47.825272	-112.166222	Choteau
KCNC	41.019611	-093.359680	Chariton Mun
KCIR	37.064468	-089.219612	Cairo Regl
KCIU	46.247803	-084.470978	Chippewa Co Intl
KCJJ	43.365299	-092.133080	Church
KCJR	38.526703	-077.858856	Culpeper Co
KCKA	36.749992	-098.116669	Kegelman AF Aux
KCKB	39.294361	-080.229324	Benedum
KCKC	47.838303	-090.383141	Grand Marais/Cook Co
KCKF	31.988827	-083.773888	Crisp Co-Cordele
KCID	41.884583	-091.710869	The Eastern Iowa Airport
KCRO	36.102448	-119.594849	Corcoran
KCMX	47.168415	-088.489059	Houghton Co Meml
KCPR	42.908180	-106.463577	Natrona Co Intl
KCPS	38.570717	-090.156219	St Louis Downtown-Parks
KCQA	40.484077	-084.560112	Lakefield
KCQM	47.821915	-092.689423	Cook Mun
KCQX	41.688381	-069.989517	Chatham Mun
KCR	63.567719	-155.989044	Colorado Creek
KCPK	36.664185	-076.321999	Chesapeake Mun
KCRG	30.336329	-081.514442	Craig Mun
KCPC	34.272869	-078.714989	Columbus Co Mun
KCRP	27.770355	-097.501213	Corpus Christi Intl
KCRQ	33.128151	-117.280136	McClellan-Palomar
KCRS	32.027485	-096.398033	Campbell-Corsicana Mun
KCRT	33.178329	-091.880188	Stell
KCRW	38.373146	-081.593185	Yeager
KCRX	34.914963	-088.603485	Turner
KCRZ	40.994118	-094.755028	Corning Mun
KCSB	40.306583	-100.162079	Cambridge Mun
KCRE	33.811745	-078.723946	Grand Strand
KCOE	47.774288	-116.819626	Coeur d'Alene
KCNH	43.370789	-072.367867	Claremont Mun
KCNK	39.549248	-097.652313	Blosser Mun
KCNM	32.337479	-104.263245	Cavern City
KCNO	33.974606	-117.635803	Chino
KCNP	41.077488	-102.464050	Ray
KCNU	37.668793	-095.485062	Chanute Martin Johnson
KCNW	31.637825	-097.074142	TSTC Waco
KCPM	33.890015	-118.243683	Compton
KCOD	44.520187	-109.023796	Yellowstone Regl
KCHA	35.035259	-085.203789	Lovell
KCOF	28.236393	-080.609802	Patrick AFB
KCOI	28.341585	-080.685493	Merritt I
KCOM	31.841108	-099.403595	Coleman Mun
KCON	43.203445	-071.501877	Concord Mun
KCOQ	46.700161	-092.505531	Cloquet Carlton Co
KCOS	38.805798	-104.700249	City Of Colorado Springs Mun
KCOT	28.458178	-099.220070	Cotulla-La Salle Co
KCOU	38.817974	-092.219574	Columbia Regl
KCNY	38.754948	-109.754845	Canyonlands
KBYI	42.542603	-113.771545	Burley Mun
KCAO	36.445854	-103.154655	Clayton Mun
KBWG	36.964516	-086.419678	Bowling Green-Warren Co Regl
KBWI	39.175407	-076.668190	Baltimore-Washington Intl
KBWP	46.246399	-096.605682	Stern
KBXA	30.813686	-089.864967	Carr Meml
KBXG	33.040920	-082.003983	Burke Co
KBXK	33.420879	-112.686302	Buckeye Mun
KBWC	32.993156	-115.516998	Brawley Mun
KBYH	35.964340	-089.943954	Arkansas Intl
KBVY	42.584167	-070.916519	Beverly Mun
KBZK	39.762520	-093.105339	Gen Pershing Meml
KBZN	45.776897	-111.153008	Gallatin
KC4	48.799999	-093.080002	Werenko
KC9	49.646660	-109.433334	Pangman
KCAD	44.275311	-085.418945	Wexford Co
KCAE	33.938839	-081.119537	Columbia Metro
KCAG	40.495216	-107.521645	Craig-Moffat
KCHK	35.096146	-097.966187	Chickasha Mun
KBYG	44.381081	-106.721786	Johnson Co
KBUB	41.776691	-099.149742	Cram
D57	46.812778	-101.860153	Glen Ullin Mun
KBTF	40.869381	-111.927162	Skypark
KBTL	42.307274	-085.251480	Kellogg
KBTM	45.954788	-112.497459	Mooney
KBTN	45.815132	-097.743103	Britton Mun
KBTP	40.776920	-079.949722	Butler Co/Scholter
KBTR	30.533159	-091.149635	Baton Rouge Metro-Ryan
KBWD	31.793613	-098.956497	Brownwood Regl
KBTY	36.861050	-116.787003	Beatty
KCAR	46.871494	-068.017914	Caribou Mun
KBUF	42.940521	-078.732170	Buffalo Niagara Intl
KBUM	38.289764	-094.340118	Butler Meml
KBUR	34.200611	-118.358498	Burbank-Glendale-Pasadena
KBUY	36.048538	-079.474884	Burlington-Alamance Regl
KBVI	40.772476	-080.391426	Beaver Co
KBVN	41.729370	-098.055954	Albion Mun
KBVO	36.762474	-096.011154	Bartlesville Mun
KBVX	35.726189	-091.647224	Batesville Regl
KBTV	44.473000	-073.150314	Burlington Intl
KCFT	32.952835	-109.210342	Greenlee Co
KCAK	40.916309	-081.442459	Akron-Canton Regl
KCEK	40.618713	-096.925674	Crete Mun
KCEU	34.672039	-082.886452	Oconee Co Regl
KCEV	39.699245	-085.131332	Mettel
KCEW	30.778826	-086.522110	Sikes
KCEY	36.665604	-088.371178	Kyle-Oakley
KCEZ	37.302990	-108.628067	Cortez Mun
KCEC	41.780167	-124.236526	McNamara
KCFJ	39.975620	-086.919861	Crawfordsville Mun
KCEA	37.648594	-097.250603	Cessna Aircraft
KCFV	37.094048	-095.571892	Coffeyville Mun
KCG	56.317822	-158.590927	Chignik Fisheries
KCGE	38.539284	-076.030380	Cambridge-Dorchester
KCGF	41.565121	-081.486351	Cuyahoga Co
KCGI	37.225315	-089.570755	Cape Girardeau Regl
KCGS	38.980667	-076.922478	College Park
KCGX	41.858894	-087.607483	Meigs
KCGZ	32.954887	-111.766823	Casa Grande Mun
KCFD	30.716547	-096.332420	Coulter
KCCY	43.072609	-092.610771	Charles City Mun
KCAV	42.741943	-093.758911	Clarion Mun
KCBE	39.615414	-078.760864	Greater Cumberland Regl
KCBF	41.259453	-095.759872	Council Bluffs Mun
KCBG	45.558540	-093.264641	Cambridge Mun
KCBK	39.427528	-101.046570	Shaltz
KCBM	33.645164	-088.445908	Columbus AFB
KCCB	34.111538	-117.687592	Cable
KCEF	42.198349	-072.533791	Westover ARB/Metro
KCCR	37.989651	-122.056900	Buchanan
KCSQ	41.021454	-094.363319	Creston Mun
KCDC	37.700962	-113.098572	Cedar City Regl
KCDH	33.622795	-092.763397	Harrell
KCDI	39.975037	-081.577591	Cambridge Mun
KCDK	29.137737	-083.049843	Lewis
KCDN	34.283596	-080.564857	Woodward
KCDR	42.837551	-103.095406	Chadron Mun
KCDS	34.433716	-100.288063	Childress Mun
KCDW	40.875221	-074.281357	Essex Co
KCCO	33.312088	-084.770294	Newnan-Coweta Co
KDWU	38.554489	-082.737999	Ashland-Boyd Co
KE3	50.583324	-094.264999	Prospect Lake
KDUG	31.469042	-109.603653	Bisbee Douglas Intl
KDUJ	41.178261	-078.898697	Du Bois-Jefferson Co
KDUX	35.857925	-102.013100	Moore Co
KDVK	37.577847	-084.769562	Powell
KDVL	48.114239	-098.908775	Devils Lake Mun
KDVN	41.610600	-090.588646	Davenport Mun
KDUA	33.942257	-096.394516	Eaker
KDWH	30.061823	-095.552750	Hooks Meml
KDTW	42.212055	-083.348839	Detroit Metro Wayne Co
KDXE	36.777466	-089.941170	Dexter Mun
KDXR	41.371529	-073.482193	Danbury Mun
KDXX	44.986233	-096.177734	Madison-Lac Qui Parle Co
KDYB	33.063499	-080.279388	Summerville
KDYL	40.333046	-075.122337	Doylestown
KDYR	35.998516	-089.406075	Dyersburg Mun
KDYS	32.420120	-099.857033	Dyess AFB
KCSG	32.516331	-084.938873	Columbus Metro
KDVT	33.688313	-112.082558	Phoenix-Deer Valley Mun
KDRU	46.620762	-113.205063	Drummond
KDOV	39.129528	-075.465981	Dover AFB
KDPA	41.906879	-088.248413	Du Page
KDPG	40.199429	-112.937729	Michael AAF
KDPL	35.000057	-077.981697	Duplin Co
KDQH	31.477806	-082.859619	Douglas Mun
KDR	-06.208329	149.541672	Kandrian
KDRI	30.831520	-093.339638	Beauregard Parish
KDUC	34.470871	-097.959862	Halliburton
KDRT	29.371805	-100.923233	Del Rio Intl
KEAG	42.709801	-093.916115	Eagle Grove Mun
KDSM	41.534931	-093.660683	Des Moines Intl
KDSV	42.570892	-077.713051	Dansville Mun
KDTA	39.383282	-112.509666	Delta Mun
KDTG	41.133305	-088.440758	Dwight
KDTL	46.825203	-095.885689	Detroit Lakes
KDTN	32.539871	-093.744705	Shreveport Downtown
KDTO	33.200714	-097.197975	Denton Mun
KDTS	30.400055	-086.471481	Destin-Ft Walton Beach
KDRO	37.151512	-107.753769	Durango-La Plata Co
KEIW	36.535309	-089.599716	County Meml
KDYT	46.721848	-092.043442	Sky Harbor
KEGE	39.642563	-106.917709	Eagle Co Regl
KEGI	30.651857	-086.523285	Eglin AF Aux No 3 Duke
KEGQ	43.102016	-094.704674	Emmetsburg Mun
KEGT	37.324406	-097.387321	Wellington Mun
KEGV	45.931797	-089.269066	Eagle River Union
KEHA	37.000156	-101.883316	Elkhart-Morton Co
KEFT	42.614933	-089.590759	Monroe Mun
KEHR	37.807858	-087.684471	Henderson City-Co
KEFK	44.888790	-072.229156	Newport State
KEK	59.353992	-157.474411	Ekwok
KEKA	40.803387	-124.112793	Murray
KEKM	41.719353	-086.001686	Elkhart Mun
KEKN	38.889439	-079.857140	Elkins-Randolph Co
KEKO	40.824921	-115.791695	Elko Mun-Harris
KEKQ	36.855274	-084.856140	Wayne Co
KEKX	37.686943	-085.923775	Addington
KHOU	29.645411	-095.278877	Hobby
KEHO	35.255550	-081.600998	Shelby Mun
KEDG	39.391560	-076.291092	Weide AAF
KEAN	42.055519	-104.932747	Phifer
KEAR	40.727036	-099.006775	Kearney Mun
KEAT	47.398846	-120.206764	Pangborn Meml
KEAU	44.865257	-091.485069	Chippewa Valley Regl
KEB	59.352146	-151.925156	English Bay
KEBS	42.436638	-093.868858	Webster City Mun
KECG	36.260567	-076.174599	Elizabeth City CGAS/Mun
KEFW	42.010166	-094.342583	Jefferson Mun
KEDE	36.027733	-076.567093	Northeastern Regl
KDNN	34.721748	-084.869110	Dalton Mun
KEDN	31.299717	-085.899864	Enterprise Mun
KEDW	34.905403	-117.883720	Edwards AFB
KEED	34.766190	-114.623291	Needles
KEEN	42.898399	-072.270782	Dillant-Hopkins
KEEO	40.048859	-107.885902	Meeker
KEET	33.177807	-086.783234	Shelby Co
KEFC	44.734203	-103.861992	Belle Fourche Mun
KEFD	29.607304	-095.158691	Ellington
KECS	43.885445	-104.317917	Mondell
KCZD	40.869202	-100.003510	Cozad Mun
KDNV	40.199474	-087.595520	Vermilion Co
KCXL	32.669495	-115.513329	Calexico Intl
KCXO	30.351841	-095.414467	Montgomery Co
KCXP	39.192226	-119.734360	Carson
KCXU	31.212900	-084.236794	Camilla-Mitchell Co
KCXY	40.217140	-076.851471	Capital City
KCYO	39.515999	-082.982155	Pickaway Co Meml
KCWV	32.195259	-081.869484	Claxton-Evans Co
KCYW	39.387135	-097.157219	Clay Center Mun
KCWI	41.831104	-090.329132	Clinton Mun
KCZK	45.666504	-121.888695	Cascade Locks State
KCZL	34.457310	-084.939636	David
KCZT	28.522839	-099.824333	Dimmit Co
KDAA	38.715275	-077.181396	Davison AAF
KDAB	29.179913	-081.057610	Daytona Beach Intl
KDAF	44.033436	-090.085129	Necedah
KDAG	34.853710	-116.786690	Barstow-Daggett
KDAL	32.847115	-096.851768	Dallas Love
KCYS	41.155720	-104.811836	Cheyenne
KCUL	38.089622	-088.123062	Carmi Mun
KELA	29.598881	-096.321709	Eagle Lake
KCSV	35.951290	-085.084976	Crossville Meml-Whitson
KCTB	48.608360	-112.376137	Cut Bank Mun
KCTJ	33.631020	-085.152031	West Georgia Regl-Gray
KCTK	40.569096	-090.074837	Ingersoll
KCTY	29.635521	-083.104752	Cross City
KCTZ	34.975609	-078.364616	Sampson Co
KCXE	36.788334	-078.501556	Chase City Mun
KCUH	35.949924	-096.773056	Cushing Mun
KDAY	39.902374	-084.219376	Cox-Dayton Intl
KCVG	39.046139	-084.662170	Cincinnati/Northern KY Intl
KCVK	36.264870	-091.562645	Cherokee Village
KCVN	34.425148	-103.079277	Clovis Mun
KCVO	44.497211	-123.289574	Corvallis Mun
KCVS	34.382767	-103.322144	Cannon AFB
KCVX	45.304775	-085.274780	Charlevoix Mun
KCWA	44.778404	-089.666481	Central Wisconsin
KCWF	30.212591	-093.143486	Chennault Intl
KCUB	33.970478	-080.995224	Columbia Owens Downtown
KDLN	45.255356	-112.552505	Dillon
KDIK	46.797329	-102.801865	Dickinson Mun
KDK	57.805912	-152.373840	Kodiak Mun
KDKB	41.931877	-088.708298	De Kalb Taylor Mun
KDKK	42.493336	-079.272041	Chautauqua Co/Dunkirk
KDKX	35.963825	-083.873650	Knoxville-Downtown I
KDLC	34.449051	-079.368599	Dillon Co
KDLF	29.359783	-100.777588	Laughlin AFB
KDAN	36.571392	-079.336632	Danville Regl
KDLL	43.521946	-089.770905	Baraboo Wisconsin Dells
KDGW	42.797249	-105.385735	Converse Co
KDLO	35.745579	-119.236504	Delano Mun
KDLS	45.618542	-121.167343	Columbia Gorge Regl/The Dalles
KDLZ	40.279354	-083.105888	Delaware Mun
KDMA	32.166466	-110.883141	Davis-Monthan AFB
KDMN	32.262306	-107.720642	Deming Mun
KDMO	38.706890	-093.176109	Sedalia Meml
KDNL	33.466629	-082.039337	Daniel
KCSM	35.339832	-099.200500	Clinton-Sherman
KDLH	46.842087	-092.193649	Duluth Intl
KDED	29.066730	-081.284119	De Land Mun-Taylor
KDNS	41.986427	-095.380722	Denison Mun
KDBN	32.564457	-082.985252	Barron
KDBQ	42.402954	-090.709167	Dubuque Regl
KDCA	38.852077	-077.037712	Washington National
KDCR	40.837543	-084.862457	Decatur Hi-Way
KDCU	34.652637	-086.945366	Pryor Regl
KDCY	38.700428	-087.129730	Daviess Co
KDDC	37.763115	-099.965424	Dodge City Regl
KDHT	36.023415	-102.547218	Dalhart Mun
KDEC	39.834560	-088.865692	Decatur
KDHN	31.321331	-085.449631	Dothan
KDEH	43.275497	-091.739372	Decorah Mun
KDEN	39.858406	-104.667000	Denver Intl
KDEQ	34.046989	-094.399368	Helms Sevier Co
KDET	42.409191	-083.009865	Detroit City
KDFI	41.337498	-084.428802	Defiance Meml
KDFW	32.895947	-097.037201	Dallas-Ft Worth Intl
KDGL	31.342594	-109.506454	Douglas Mun
KDAW	43.284054	-070.929253	Skyhaven
KDDH	42.891327	-073.246414	Morse State
KMVY	41.393017	-070.614334	Martha's Vineyard
KMXF	32.380131	-086.364975	Maxwell AFB
KMUT	41.366383	-091.146248	Muscatine Mun
KMUU	40.318127	-077.876106	Huntingdon Co
KMVC	31.458044	-087.351044	Monroe Co
KMVE	44.969055	-095.710251	Montevideo-Chippewa Co
KMVI	37.528553	-106.046051	Monte Vista Mun
KMVL	44.534603	-072.614006	Morrisville Stowe State
KMUL	31.137682	-083.704063	Spence
KMVN	38.323349	-088.858482	Mt Vernon
KMUI	40.435081	-076.569687	Muir AAF
KMWA	37.753128	-089.011597	Williamson Co Regl
KMWC	43.110924	-088.034424	Timmerman
KMWH	47.207699	-119.320190	Grant Co Intl
KMWK	36.459728	-080.552956	Mt Airy-Surry Co
KMWL	32.782089	-098.061020	Mineral Wells
KMWM	43.913395	-095.109406	Windom Mun
KMWO	39.531029	-084.395279	Hook Field Mun
KMRJ	42.885326	-090.231987	Iowa Co
KMVM	44.703106	-067.478615	Machias-Valley
KMSY	29.993462	-090.257919	New Orleans Intl
KMGG	45.235992	-093.985588	Maple Lake Mun
KMRY	36.586975	-121.842949	Monterey Peninsula
KMSA	33.128700	-094.975883	Mt Pleasant Mun
KMSL	34.745304	-087.610222	Northwest Alabama Regl
KMSN	43.138836	-089.337463	Dane Co Regl-Truax
KMSO	46.916306	-114.090553	Missoula Intl
KMSP	44.880547	-093.216919	Minneapolis-St Paul Intl
KMUO	43.043499	-115.872589	Mountain Home AFB
KMSV	41.701645	-074.795013	Sullivan Co Intl
KMXO	42.226002	-091.167175	Monticello Mun
KMTC	42.612869	-082.831772	Selfridge ANGB
KMTH	24.726133	-081.051376	Marathon
KMTJ	38.508862	-107.893837	Montrose Regl
KMTN	39.325657	-076.413765	Martin State
KMTO	39.477947	-088.280220	Coles Co Meml
KMTP	41.076462	-071.920761	Montauk
KMTV	36.630745	-080.018349	Blue Ridge
KMTW	44.128765	-087.680588	Manitowoc Co
KMSS	44.935833	-074.845558	Massena Intl-Richards
KNJP	40.200104	-075.066284	Warminster NAWC
KMXA	35.894440	-090.154572	Manila Mun
KNGP	27.693087	-097.291374	Corpus Christi NAS/Truax
KNGU	36.937698	-076.289284	Norfolk NAS
KNHK	38.291790	-076.416336	Patuxent River NAS
KNHZ	43.892357	-069.938850	Brunswick NAS
KNID	35.688286	-117.690895	China Lake NAWS
KNIP	30.234762	-081.676407	Jacksonville NAS
KNFL	39.416199	-118.700165	Fallon NAS
KNJM	34.690155	-077.029671	Bogue MCALF
KNFG	33.301579	-117.354828	Camp Pendleton MCAS
KNKT	34.904324	-076.879105	Cherry Point MCAS
KNKX	32.868378	-117.142532	Miramar MCAS/Mitscher
KNLC	36.333122	-119.952156	Lemoore NAS
KNMM	32.551804	-088.555038	Meridian NAS
KNOG	27.900293	-098.050278	Orange Grove NALF
KNOW	48.141277	-123.413963	Port Angeles CGAS
KNPA	30.352850	-087.318619	Pensacola NAS
KNQA	35.356667	-089.870331	Millington Mun
KNJK	32.825500	-115.675224	El Centro NAF
KNBC	32.479042	-080.718552	Beaufort MCAS
KMYF	32.815727	-117.139565	Montgomery
KMYL	44.888779	-116.101738	McCall
KMYR	33.679737	-078.928322	Myrtle Beach Intl
KMYV	39.097771	-121.569824	Yuba Co
KMYZ	39.854160	-096.630211	Marysville Mun
KMZH	46.418747	-092.804665	Moose Lake/Carlton Co
KMZJ	32.509842	-111.325333	Pinal
KNFW	32.769161	-097.441528	Fort Worth NAS JRB
KN8	57.743328	-103.945000	Nekweaga Bay
KMRH	34.733543	-076.660599	Smith
KNBE	32.733616	-096.969086	Dallas NAS
KNBG	29.826153	-090.025581	New Orleans NAS
KNCA	34.708492	-077.443016	New River MCAS
KNDY	38.332626	-077.037201	Dahlgren Nswc
KNDZ	30.696850	-087.016632	Whiting Fld NAS (South)
KNEL	40.033382	-074.353607	Lakehurst NAES
KNEW	30.042421	-090.028267	Lakefront
KNFE	36.700150	-076.132988	Fentress NALF
KMZZ	40.490368	-085.679146	Marion Mun
KMKO	35.657726	-095.361649	Davis
KMLJ	33.154194	-083.240601	Baldwin Co
KMJQ	43.650040	-094.986549	Jackson Mun
KMJX	39.927490	-074.292381	Miller
KMKA	44.525242	-098.958115	Miller Mun
KMKC	39.123245	-094.592735	Kansas City Downtown
KMKE	42.946785	-087.897003	Gen Mitchell Intl
KMKG	43.169487	-086.238220	Muskegon Co
KMIV	39.368031	-075.073486	Millville Mun
KMKL	35.599876	-088.915619	McKellar-Sipes Regl
KMIT	35.505924	-119.191521	Shafter-Minter
KMKT	44.221638	-093.918747	Mankato Mun
KMKY	25.995020	-081.672531	Marco I
KMLB	28.102749	-080.645805	Melbourne Intl
KMLC	34.882397	-095.783463	McAlester Regl
KMLD	42.166584	-112.296631	Malad City
KMLE	41.195995	-096.112267	Millard Mun
KMLF	38.426632	-113.012459	Milford Mun
KMRN	35.821487	-081.610733	Morganton-Lenoir
KMKJ	36.894829	-081.349968	Mountain Empire
KMHP	32.373779	-082.079842	Metter Mun
KHOP	36.672344	-087.492485	Campbell AAF
KMGM	32.300640	-086.393974	Montgomery Regl (Dannelly)
KMGR	31.084908	-083.803253	Moultrie Mun
KMGW	39.642906	-079.916313	Morgantown Mun-Hart
KMGY	39.588966	-084.224861	Dayton-Wright Brothers
KMHE	43.774830	-098.038612	Mitchell Mun
KMHK	39.140965	-096.670837	Manhattan Regl
KMIW	42.112728	-092.917786	Marshalltown Mun
KMHN	42.049992	-101.067108	Hooker Co
KMLK	48.349438	-107.885948	Malta
KMHR	38.553898	-121.297592	Mather
KMHT	42.933521	-071.437721	Manchester
KMHV	35.058296	-118.150909	Mojave
KMIA	25.793266	-080.290550	Miami Intl
KMIB	48.415009	-101.357109	Minot AFB
KMIC	45.061981	-093.353935	Crystal
KMIE	40.242344	-085.395859	Delaware Co-Johnson
KMIO	36.909218	-094.887497	Miami Mun
KMHL	39.096359	-093.203026	Marshall Meml Mun
KMQB	40.520340	-090.652466	Macomb Mun
KMLI	41.448574	-090.507431	Quad-City Intl.
KMOT	48.259453	-101.281128	Minot Intl
KMOX	45.566513	-095.967636	Morris Mun
KMPE	32.799576	-089.125893	Philadelphia Mun
KMPJ	35.138859	-092.909195	Petit Jean Park
KMPO	41.137470	-075.378876	Pocono Mountains Mun
KMPR	38.352432	-097.691330	McPherson
KMOP	43.621666	-084.737488	Mt Pleasant Mun
KMPZ	40.946606	-091.511078	Mt Pleasant Mun
KMOD	37.625809	-120.954422	Modesto City-Co-Sham
KMQI	35.918987	-075.695541	Dare Co Regl
KMQJ	39.843479	-085.897064	Mt Comfort
KMQT	46.534016	-087.561691	Marquette Co
KMQW	32.095753	-082.880005	Telfair-Wheeler
KMQY	36.008980	-086.520081	Smyrna
KMRB	39.401928	-077.984581	Eastern W Va Regl/Shepherd
KMRC	35.554138	-087.178917	Maury Co
KMRF	30.370829	-104.017334	Marfa Mun
KMPV	44.203503	-072.562332	Knapp State
KMMU	40.799347	-074.414871	Morristown Mun
KMLS	46.427959	-105.886238	Wiley
KMLT	45.647831	-068.685562	Millinocket Mun
KMLU	32.510860	-092.037689	Monroe Regl
KMMH	37.624046	-118.837769	Mammoth Lakes
KMMI	35.397293	-084.562569	McMinn Co
KMMK	41.508701	-072.829491	Meriden Markham Mun
KMML	44.450062	-095.822327	Marshall Mun-Ryan
KMOR	36.179394	-083.375450	Moore-Murrell
KMMT	33.920822	-080.806786	McEntire ANGB
KNRA	48.199814	-122.634613	Coupeville OLF
KMMV	45.194439	-123.135948	McMinnville Mun
KMNF	36.992825	-091.714455	Mountain View
KMNI	33.587109	-080.208664	Santee Cooper Regl
KMNM	45.126671	-087.638550	Menominee-Marinette Twin Co
KMNN	40.616245	-083.063469	Marion Mun
KMNV	35.545372	-084.380234	Monroe Co
KMNZ	31.665926	-098.148636	Hamilton Mun
